Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,GP,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:57:45.391000,LAW,30,-0.5984600828113129,8.0,3.0,,,0.22005786583657197,0.9269908513376177,-1.4624715937877697,0 days 00:56:47.751000,0 days 00:57:27.795000,0 days 00:57:45.391000,279.0,309.0,272.0,306.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:56:16.832000,2025-04-04 06:43:44.330,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9140611636451865,-0.3785134333424026,1010.6,False,-0.4133846781084682,287,5.0
0 days 00:57:53.199000,OCO,31,-0.4491051133079176,8.0,3.0,,,0.32522344657819646,0.9949463027062316,-1.4531682949008529,0 days 00:56:54.965000,0 days 00:57:35.529000,0 days 00:57:53.199000,278.0,309.0,272.0,307.0,True,SOFT,4.0,False,Haas F1 Team,0 days 00:56:23.692000,2025-04-04 06:43:51.190,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9140611636451865,-0.3785134333424026,1010.6,False,-0.4133846781084682,287,5.0
0 days 00:58:00.477000,HUL,27,-0.5192137224102504,7.0,3.0,,,0.24055624174383752,0.9874973397677488,-1.4661174811893993,0 days 00:57:02.403000,0 days 00:57:42.910000,0 days 00:58:00.477000,279.0,307.0,273.0,305.0,True,SOFT,3.0,False,Kick Sauber,0 days 00:56:31.415000,2025-04-04 06:43:58.913,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9322524595449335,-0.43140982890575424,1010.6,False,-0.40017147531722164,286,5.8
0 days 00:58:10.296000,SAI,55,-0.47021646975670967,5.0,3.0,,,0.28274130520516705,0.9950769862665556,-1.4521625328590242,0 days 00:57:12.053000,0 days 00:57:52.618000,0 days 00:58:10.296000,277.0,308.0,272.0,306.0,True,SOFT,4.0,False,Williams,0 days 00:56:40.923000,2025-04-04 06:44:08.421,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9322524595449335,-0.43140982890575424,1010.6,False,-0.40017147531722164,286,5.8
0 days 00:58:16.849000,PIA,81,-0.6009808417902718,8.0,3.0,,,0.22035494374827183,0.9260760664153481,-1.463728796340056,0 days 00:57:19.226000,0 days 00:57:59.263000,0 days 00:58:16.849000,277.0,309.0,273.0,307.0,True,SOFT,2.0,True,McLaren,0 days 00:56:48.306000,2025-04-04 06:44:15.804,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9322524595449335,-0.43140982890575424,1010.6,False,-0.40017147531722164,286,5.8
0 days 00:58:22.671000,NOR,4,-0.6608488675405789,7.0,4.0,,,0.16153351723176973,0.942803562136853,-1.5027020754609233,0 days 00:57:25.230000,0 days 00:58:05.395000,0 days 00:58:22.671000,278.0,309.0,275.0,308.0,True,SOFT,3.0,False,McLaren,0 days 00:56:54.508000,2025-04-04 06:44:22.006,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9322524595449335,-0.43140982890575424,1010.6,False,-0.40017147531722164,286,5.8
0 days 00:58:35.513000,ANT,12,-0.4134993927301044,8.0,3.0,,,0.3831536393596,1.034674105044806,-1.4874899245782622,0 days 00:57:37.248000,0 days 00:58:18.116000,0 days 00:58:35.513000,277.0,309.0,272.0,309.0,True,SOFT,2.0,True,Mercedes,0 days 00:57:05.780000,2025-04-04 06:44:33.278,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9322524595449335,-0.43140982890575424,1010.6,False,-0.40017147531722164,286,5.8
0 days 01:08:47.694000,RUS,63,0.061978769676270765,10.0,4.0,,,0.6834994080877993,1.2104434936809314,-1.4042631156169258,0 days 01:07:47.422000,0 days 01:08:29.635000,0 days 01:08:47.694000,270.0,301.0,265.0,303.0,False,HARD,7.0,False,Mercedes,0 days 01:07:14.943000,2025-04-04 06:54:42.441,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.6,False,-0.47945069206469987,275,5.5
0 days 01:08:52.119000,LEC,16,-0.5942063020343173,12.0,4.0,,,0.1769815686401439,0.9507752593166328,-1.463728796340056,0 days 01:07:54.307000,0 days 01:08:34.533000,0 days 01:08:52.119000,281.0,307.0,273.0,305.0,True,SOFT,5.0,False,Ferrari,0 days 01:07:23.533000,2025-04-04 06:54:51.031,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.6,False,-0.47945069206469987,275,5.5
0 days 01:08:57.779000,HAM,44,0.0897071184448337,11.0,4.0,,,0.8151049229706794,1.1831306295731614,-1.411554890420185,0 days 01:07:57.774000,0 days 01:08:39.778000,0 days 01:08:57.779000,272.0,300.0,264.0,301.0,False,HARD,8.0,False,Ferrari,0 days 01:07:24.852000,2025-04-04 06:54:52.350,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:01.075000,PIA,81,-0.6685686919136435,11.0,4.0,,,0.1588598160264741,0.917320267873623,-1.4832154359004894,0 days 01:08:03.674000,0 days 01:08:43.644000,0 days 01:09:01.075000,280.0,309.0,274.0,305.0,True,SOFT,5.0,False,McLaren,0 days 01:07:32.961000,2025-04-04 06:55:00.459,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:09.700000,STR,18,0.04055231835510718,10.0,4.0,,,0.7420237566926026,1.1687554379374931,-1.4060231991901262,0 days 01:08:09.761000,0 days 01:08:51.655000,0 days 01:09:09.700000,271.0,300.0,263.0,301.0,False,SOFT,7.0,False,Aston Martin,0 days 01:07:37.085000,2025-04-04 06:55:04.583,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:14.549000,NOR,4,-0.6501356418799983,10.0,5.0,,,0.15262117988078425,0.8986325187472541,-1.4478880441812518,0 days 01:08:17.010000,0 days 01:08:56.837000,0 days 01:09:14.549000,279.0,308.0,231.0,306.0,False,SOFT,6.0,False,McLaren,0 days 01:07:46.318000,2025-04-04 06:55:13.816,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:22.012000,GAS,10,-0.5003080300680479,11.0,4.0,,,0.1639101405253655,1.0392480296561546,-1.4683804457835143,0 days 01:08:23.560000,0 days 01:09:04.463000,0 days 01:09:22.012000,279.0,307.0,274.0,308.0,False,SOFT,7.0,False,Alpine,0 days 01:07:52.830000,2025-04-04 06:55:20.328,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:29.239000,TSU,22,0.3602160663745041,10.0,4.0,,,1.1172331591690767,1.2441598522445891,-1.38226207095192,0 days 01:08:28.534000,0 days 01:09:11.005000,0 days 01:09:29.239000,274.0,301.0,262.0,297.0,False,MEDIUM,8.0,False,Red Bull Racing,0 days 01:07:54.595000,2025-04-04 06:55:22.093,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:33.922000,HAD,6,0.21416959303099423,10.0,4.0,,,0.9205675816240048,1.21684698813682,-1.389302405244722,0 days 01:08:33.482000,0 days 01:09:15.744000,0 days 01:09:33.922000,269.0,304.0,264.0,302.0,False,MEDIUM,6.0,False,Racing Bulls,0 days 01:08:00.205000,2025-04-04 06:55:27.703,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:38.528000,ALB,23,-0.5253580724214663,9.0,4.0,,,0.2464977999778275,0.9651504509523009,-1.452036812603796,0 days 01:08:40.513000,0 days 01:09:20.849000,0 days 01:09:38.528000,278.0,305.0,270.0,305.0,True,SOFT,5.0,False,Williams,0 days 01:08:09.505000,2025-04-04 06:55:37.003,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:49.101000,LAW,30,0.3017659675498621,11.0,4.0,,,0.9749328394650142,1.2586657274405821,-1.382639231717606,0 days 01:08:48.288000,0 days 01:09:30.870000,0 days 01:09:49.101000,272.0,300.0,263.0,302.0,False,MEDIUM,7.0,False,Racing Bulls,0 days 01:08:14.828000,2025-04-04 06:55:42.326,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:53.372000,OCO,31,-0.06752522286781193,11.0,4.0,,,0.6463646691253612,1.1406584724677784,-1.4247555172191884,0 days 01:08:53.797000,0 days 01:09:35.476000,0 days 01:09:53.372000,273.0,303.0,266.0,305.0,False,MEDIUM,6.0,False,Haas F1 Team,0 days 01:08:21.443000,2025-04-04 06:55:48.941,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.7,False,-0.4926638948559459,286,5.7
0 days 01:09:58.122000,SAI,55,-0.5554496327328045,8.0,4.0,,,0.1977770224591093,0.9780881234244029,-1.4678775647625997,0 days 01:09:00.134000,0 days 01:09:40.569000,0 days 01:09:58.122000,279.0,308.0,272.0,306.0,True,SOFT,7.0,False,Williams,0 days 01:08:29.290000,2025-04-04 06:55:56.788,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:05.834000,HUL,27,-0.025302509970227823,10.0,4.0,,,0.727466939019327,1.1337322437705921,-1.4187209449682157,0 days 01:09:06.264000,0 days 01:09:47.890000,0 days 01:10:05.834000,274.0,301.0,265.0,303.0,False,HARD,6.0,False,Kick Sauber,0 days 01:08:33.637000,2025-04-04 06:56:01.135,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:11.556000,ANT,12,0.20314127249804426,11.0,4.0,,,0.9847364105510982,1.2028638471821245,-1.4118063309306423,0 days 01:09:11.402000,0 days 01:09:53.557000,0 days 01:10:11.556000,271.0,302.0,263.0,303.0,False,HARD,8.0,False,Mercedes,0 days 01:08:37.909000,2025-04-04 06:56:05.407,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:15.484000,BOR,5,0.1826601057939908,11.0,4.0,,,0.8364945326130445,1.2208981785068718,-1.3827649519728347,0 days 01:09:14.961000,0 days 01:09:57.254000,0 days 01:10:15.484000,265.0,301.0,264.0,293.0,False,MEDIUM,6.0,False,Kick Sauber,0 days 01:08:41.967000,2025-04-04 06:56:09.465,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:20.453000,RUS,63,0.06323914916575019,11.0,4.0,,,0.6736958370017153,1.193062580157805,-1.3823877912071487,0 days 01:09:20.140000,0 days 01:10:02.220000,0 days 01:10:20.453000,273.0,303.0,262.0,303.0,False,HARD,8.0,False,Mercedes,0 days 01:08:47.694000,2025-04-04 06:56:15.192,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:31.012000,HAM,44,0.13791663391744785,12.0,4.0,,,0.7239020040789328,1.220506127825899,-1.3704443669604316,0 days 01:09:30.394000,0 days 01:10:12.684000,0 days 01:10:31.012000,267.0,301.0,263.0,294.0,False,HARD,9.0,False,Ferrari,0 days 01:08:57.779000,2025-04-04 06:56:25.277,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:36.109000,BEA,87,-0.4259456401887218,8.0,4.0,,,0.3602786401587376,0.9970372396714196,-1.4515339315828812,0 days 01:09:37.846000,0 days 01:10:18.426000,0 days 01:10:36.109000,281.0,307.0,272.0,306.0,True,MEDIUM,5.0,False,Haas F1 Team,0 days 01:09:06.455000,2025-04-04 06:56:33.953,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:42.978000,STR,18,0.14500626854577378,11.0,4.0,,,0.7345968089001154,1.2321369646947578,-1.3805019873787197,0 days 01:09:42.351000,0 days 01:10:24.730000,0 days 01:10:42.978000,269.0,302.0,262.0,302.0,False,SOFT,8.0,False,Aston Martin,0 days 01:09:09.700000,2025-04-04 06:56:37.198,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:47.717000,VER,1,0.31815090091310355,8.0,4.0,,,0.7473711591031938,1.207829822474446,-1.2243574303847933,0 days 01:09:46.034000,0 days 01:10:28.227000,0 days 01:10:47.717000,276.0,302.0,256.0,303.0,False,MEDIUM,4.0,False,Red Bull Racing,0 days 01:09:13.340000,2025-04-04 06:56:40.838,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.3785134333424026,1010.8,False,-0.5058770976471925,285,5.5
0 days 01:10:57.979000,NOR,4,1.7444278406960454,11.0,5.0,,,3.7927168319348183,1.249779245338533,-1.4153264980770432,0 days 01:09:57.494000,0 days 01:10:40.008000,0 days 01:10:57.979000,253.0,302.0,268.0,303.0,False,SOFT,7.0,False,McLaren,0 days 01:09:14.549000,2025-04-04 06:56:42.047,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.43140982890575424,1010.7,False,-0.519090300438439,285,5.2
0 days 01:11:03.954000,TSU,22,0.3714019343436399,11.0,4.0,,,1.0120675784274522,1.2914673010819704,-1.374341694872518,0 days 01:10:02.824000,0 days 01:10:45.657000,0 days 01:11:03.954000,275.0,301.0,262.0,293.0,False,MEDIUM,9.0,False,Red Bull Racing,0 days 01:09:29.239000,2025-04-04 06:56:56.737,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.43140982890575424,1010.7,False,-0.519090300438439,285,5.2
0 days 01:11:07.681000,HAD,6,0.22078658535076512,11.0,4.0,,,0.8427331687587344,1.2436371180032924,-1.37685609997709,0 days 01:10:06.937000,0 days 01:10:49.404000,0 days 01:11:07.681000,,304.0,263.0,303.0,False,MEDIUM,7.0,False,Racing Bulls,0 days 01:09:33.922000,2025-04-04 06:57:01.420,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.43140982890575424,1010.7,False,-0.519090300438439,285,5.2
0 days 01:11:22.763000,LAW,30,0.20550448404081958,12.0,4.0,,,0.8329295976726503,1.2454666878478324,-1.386662279884921,0 days 01:10:22.083000,0 days 01:11:04.564000,0 days 01:11:22.763000,270.0,303.0,264.0,303.0,False,MEDIUM,8.0,False,Racing Bulls,0 days 01:09:49.101000,2025-04-04 06:57:16.599,1,,False,,False,True,FP2,Japanese Grand_Prix,-1.9504437554446805,-0.43140982890575424,1010.7,False,-0.519090300438439,285,5.2
